title,url,description,price,original_price,discount_percentage,discount_value,cost_per_unit,country,lead_time,supplier,returned_products,high_confidence_terms,flags,promotions,price_range,original_price_range,inventory_quantity,availability,launch_datetime,exclude_from_apps,active,category_paths,color_group,color,size,brand,gender,large_image,swatch_image,thumb_image,sku,condition,variant_options,product_class,collection_member_ids,item_id,capacity,width,height,depth,store_latitude,store_longitude,gtin,keywords,reviews
Product tEJ9P,https://example.com/HWbZdHcH,Description RZUTThh2T79gZIfaGh5L,450.76,527.27,14.51,76.50999999999999,394.65,Germany,11 days,Supplier MXQcw,50,"['mzuHn', 'CCY84', 'i2kai']","['wkmfK', 'm2xvs', 'WuBST']","['zHEi9', 'IM4Yr', '7ilPd']","[112.82, 768.96, 590.86]","[478.3, 2.84, 540.62]",331,in stock,2025-08-25T06:32:17.143344,"['HvSz3', '7rEdv', 'PG32P']",True,Sports/Outdoor,Yellow,Red,M,BrandC,Unisex,https://picsum.photos/seed/z0AYZ/600/600,https://picsum.photos/seed/K1yca/50/50,https://picsum.photos/seed/DEPLB/150/150,e35f5360-57f9-4bee-865e-465c9e7f20b2,used,"['9lyFJ', 'yCXf4', 'vUkYz']",premium,"['4i072', '4Qguy', 'evuWQ']",c64739e1-ce3a-4e5c-9d94-6be00fd328db,469.6,189.08,71.2,160.3,-15.139197,89.977584,9093468138132,"['qgfiI', 'h9KMs', 'PppTq']",1.8
Product lvlkn,https://example.com/mC1a8RkN,Description 1XUXbu4gn2RGx8xp1YmO,51.29,124.65,58.85,73.36000000000001,28.88,France,11 days,Supplier ZxDCB,7,"['KQc0Y', 'zXhb2', 'I0tYW']","['FPP1X', 'rZhIx', 'juwwE']","['uG8HH', 'pcZa2', 'fNS4P']","[473.41, 64.72, 645.85]","[305.79, 817.33, 562.75]",309,out of stock,2024-12-03T06:32:17.143436,"['MGO2b', 'rasj6', 'QuRLP']",True,Clothing/Men,White,Yellow,M,BrandD,Unisex,https://picsum.photos/seed/Va5IA/600/600,https://picsum.photos/seed/8oA5H/50/50,https://picsum.photos/seed/dW1hD/150/150,62e6f709-930b-43f4-a151-7e4456150ab5,used,"['9aFPO', 'tPMGF', 'qNZ3R']",premium,"['zZADK', 'UB6LE', 'DTnYZ']",068b7dd7-ef7f-4e64-b530-b46559836e26,8.43,125.01,169.81,16.26,-76.331256,96.560693,9762813600418,"['CICGS', 'BbYJe', 'Vc1Q4']",2.6
Product kpT2a,https://example.com/taoOyTbB,Description 1AZwU0g6CccIPEF3y9Dl,357.4,413.90999999999997,13.65,56.50999999999999,226.76,Germany,5 days,Supplier Admfl,46,"['JuO6E', 'XWkrn', 'EfNxI']","['72CPW', 'li1fC', 'l7l8X']","['H3y11', 'hyNmv', 'eQgjf']","[895.78, 743.74, 63.42]","[346.22, 75.03, 742.95]",559,in stock,2025-06-16T06:32:17.143534,"['ngYCR', 'TSogn', 'MKIrv']",True,Clothing/Men,Red,Black,M,BrandC,Female,https://picsum.photos/seed/8gQqR/600/600,https://picsum.photos/seed/BTlI4/50/50,https://picsum.photos/seed/veVqd/150/150,33339e37-6e01-4cc2-a59f-3da8e97f0adf,used,"['tX2un', 'VOsax', 'RgG2y']",standard,"['CsEPJ', 'tZkPi', 'BOK9X']",7bbcdaa4-3321-4463-b5ea-440a75ddc406,297.84,102.76,166.57,56.39,-70.855613,15.496678,0159861819824,"['HCSBg', 'uEspZ', 'OJgQR']",4.5
Product BQI7y,https://example.com/7D2vMvvw,Description pD1bI31jYqrYMkcTCk7T,246.79,292.77,15.71,45.97999999999999,179.09,France,1 days,Supplier r7Gku,50,"['aza4U', 'xg0Bh', 'djyBC']","['o3Uou', 'NFGDG', 'aldh6']","['wAMBI', 'OTOnq', '0nLbV']","[756.42, 79.54, 382.5]","[329.84, 897.9, 91.8]",268,out of stock,2025-03-29T06:32:17.143636,"['o6Vby', '0i7Iw', 'vcJyw']",True,Home/Furniture,Black,Red,L,BrandC,Unisex,https://picsum.photos/seed/FpCm5/600/600,https://picsum.photos/seed/qzUER/50/50,https://picsum.photos/seed/u0RtR/150/150,640db910-8976-4553-9638-2ba5f35da00d,refurbished,"['f7tSL', 'QMkmz', 'C83PL']",premium,"['TCOxN', 'bZ2YG', 'OzFHx']",71899e67-6d53-4394-80d9-0fe97541e82d,173.86,51.74,41.08,42.43,36.305584,-154.150627,9010620081440,"['sr4G7', 'slqQ1', 'nzVa9']",2.7
Product BMfLh,https://example.com/qiRDBr1M,Description ITwrWgXzuSnRx31PlNhb,95.95,130.22,26.32,34.269999999999996,25.95,Japan,4 days,Supplier mWLbu,43,"['ycGqW', 'Dbnwv', 'TOoOc']","['fFk4U', 'yxCz8', '8zaUO']","['spqyc', 'krcfU', 'sY88g']","[429.9, 533.0, 178.91]","[972.52, 572.84, 554.79]",637,in stock,2024-12-13T06:32:17.143732,"['O8wiv', 'DwopB', 'zI7oD']",True,Electronics/Phones,Black,Red,L,BrandA,Unisex,https://picsum.photos/seed/hFgtV/600/600,https://picsum.photos/seed/glWqZ/50/50,https://picsum.photos/seed/RdoYe/150/150,c0634777-90fa-4044-afcf-bc922f981b1b,used,"['pEkaC', 'ZQqsM', 'PX4wf']",exclusive,"['iVgry', 'RQdW1', 'HL4TX']",3de08a9b-423c-4d91-ae35-15f19adb451b,252.04,7.84,199.12,7.57,80.859832,-98.828448,0472803222034,"['R4j5h', 'ppAC7', 'bqnb7']",2.5
Product xlXVc,https://example.com/ubPfcqzO,Description X62HvmgudMrSUSKJEouH,388.66,416.58000000000004,6.7,27.920000000000016,141.14,USA,7 days,Supplier FX1lT,35,"['Qs4wf', '1P27D', 'j270r']","['JvUEt', 'Y0srR', '9ZklV']","['uf9Jp', 'lVwme', 'Z1b66']","[33.69, 676.88, 149.17]","[952.34, 46.47, 956.59]",631,in stock,2025-07-17T06:32:17.143827,"['44x7e', 'HupCt', '58MKk']",True,Clothing/Women,Yellow,Black,L,BrandD,Female,https://picsum.photos/seed/VJydg/600/600,https://picsum.photos/seed/hf1JQ/50/50,https://picsum.photos/seed/XvFMP/150/150,38ddda06-7d76-4eac-bdd1-8d071b1f7206,used,"['kqRck', 'ZDghr', 'TSnkA']",standard,"['tiKxc', '6cLNj', 'KT1xd']",c2776661-6d05-4709-a969-b1c08898e6db,10.03,117.01,183.32,108.79,6.187252,136.383177,9410586038676,"['v9feS', 'JBHi4', 'gnJmi']",2.0
Product RpaS2,https://example.com/uVnwa7Ce,Description iLrNAPcXGwGq01J4l6YZ,213.26,310.02,31.21,96.75999999999999,52.95,Germany,1 days,Supplier ULZVg,33,"['kaDA6', 'Gwg38', 'WWLCe']","['gx86T', '33MEg', 'jiNtw']","['kaxE5', 'nZypv', 'oEC4W']","[803.49, 225.72, 836.63]","[247.68, 525.99, 978.18]",376,in stock,2025-08-18T06:32:17.143959,"['sLzjA', 'onqmD', 'KoQQm']",True,Sports/Outdoor,Blue,White,XL,BrandB,Unisex,https://picsum.photos/seed/hH7zs/600/600,https://picsum.photos/seed/aIjVk/50/50,https://picsum.photos/seed/cpWJV/150/150,be341617-ec4e-4302-b360-65a3503543c4,new,"['RYYn7', 'QGN64', 'oamHz']",standard,"['GxN6X', 'ImmSI', 'G0YHT']",3a5a00c3-1bae-439f-9334-b82e19444765,160.38,166.19,115.63,10.13,69.261548,-37.82354,5441001053888,"['dggeO', 'yXomV', 'z2KHF']",4.6
Product laCtL,https://example.com/mH3LQiht,Description KKaP0JiGwVON2JoYngNA,368.11,371.47,0.9,3.3600000000000136,74.5,Japan,6 days,Supplier qoxQ4,12,"['APBGP', 'ZCwFE', '7xDp1']","['4dWDb', 'DcvHO', 'dQTkC']","['Oe4ue', 'GTrTl', 'OF6j3']","[271.7, 754.61, 399.42]","[88.44, 26.9, 838.28]",821,in stock,2025-05-16T06:32:17.144054,"['a4sZs', '5OHeG', 'taJwt']",False,Electronics/Phones,White,White,M,BrandA,Unisex,https://picsum.photos/seed/aVvIm/600/600,https://picsum.photos/seed/IHYaW/50/50,https://picsum.photos/seed/l4NHI/150/150,686f62d7-c119-4fc0-9fec-00db3808125f,new,"['iYPM8', 'bJXcm', '6Zodb']",exclusive,"['qmFKk', 'EbZOH', 'r7YbJ']",9697c374-073c-4b08-97d0-febe86e9a307,72.15,108.36,102.68,144.57,-57.981333,173.299517,7267660015639,"['55Ylv', 'xZy0K', '2HwPj']",2.1
Product 8xzME,https://example.com/zQ4UMYAf,Description Z6dagsRdateOasRk5OMM,182.3,263.28000000000003,30.76,80.98000000000002,157.58,Germany,10 days,Supplier DrfIM,25,"['bEEee', 'mZQOB', 'bZaav']","['XnNzu', 'r48RV', 'HPhJn']","['dIrju', '3D5gU', '9jwan']","[585.52, 63.38, 977.93]","[763.76, 81.94, 997.57]",546,preorder,2024-11-24T06:32:17.144145,"['T1qDo', 'TIiyU', 'sZv4w']",False,Clothing/Women,Yellow,Yellow,S,BrandA,Male,https://picsum.photos/seed/NMnxo/600/600,https://picsum.photos/seed/AIq5J/50/50,https://picsum.photos/seed/KmMse/150/150,652ff512-67c6-4f38-9b77-a46e624d9864,new,"['I2jHj', 'q6Rlb', 'zNiFS']",standard,"['opVf0', 'zuKPG', 'wb9vv']",c4fb1c30-40ce-4e9e-9d49-02660830540d,121.3,41.16,170.67,108.79,84.935695,108.232455,4466547847027,"['NEZj9', 'ff3tB', 'W3yke']",1.5
Product s5vr6,https://example.com/NmJ1bJLX,Description 2KAaYUk6pjOguTjGLtS9,238.8,301.22,20.72,62.420000000000016,14.2,Germany,7 days,Supplier VCNtm,26,"['hR997', 'BqzNE', 'EMKHQ']","['RyIfs', 'oesiy', 'IiZN4']","['6bF5G', 'pDckY', 'sY9Ph']","[427.63, 390.76, 701.5]","[150.25, 822.87, 404.8]",920,preorder,2024-12-18T06:32:17.144245,"['yMHxs', 'HSCuB', 'B8Kkt']",True,Electronics/Phones,Green,Yellow,M,BrandB,Female,https://picsum.photos/seed/Lhd6s/600/600,https://picsum.photos/seed/bkQzO/50/50,https://picsum.photos/seed/rVnW9/150/150,e28e74af-02dc-4c9b-9dfd-46402dd60f96,refurbished,"['O22SA', 'rVHiU', 'LXI6J']",premium,"['dnWL1', 'ZjPid', 'CtlM1']",cb62b026-6744-47e6-ac95-6e5257ba2894,457.87,130.88,53.69,110.14,22.602243,119.705432,6466985926942,"['vYLvZ', 'AZhWs', 'b3AGY']",0.9
Product Bagck,https://example.com/ajBHHfHR,Description c0JdyWYrrO3ke0z3Y7M2,141.64,239.32,40.82,97.68,124.91,Japan,8 days,Supplier zg8Qy,50,"['xH7n9', 'eMOrF', 'dLzLW']","['4j1e1', 'LkW9O', 'rZJMa']","['BEcGV', '4tON5', 'cxXJH']","[80.0, 421.16, 264.36]","[5.92, 562.31, 11.16]",243,in stock,2025-01-28T06:32:17.144348,"['J9QvB', 'E4qHk', 'SMsBV']",False,Electronics/Phones,White,Red,M,BrandD,Unisex,https://picsum.photos/seed/Ubp8h/600/600,https://picsum.photos/seed/QMPPJ/50/50,https://picsum.photos/seed/ee0eW/150/150,4718efd8-7899-462c-9724-ab4709a072de,used,"['lHsmE', 'AYZg2', '6YtAp']",premium,"['d7bhL', 'KiACx', 'V8Lpm']",ab76252d-6db9-4c04-940c-6d2233bef75c,453.03,170.37,196.92,87.01,-56.12112,-25.339807,8355447907531,"['nKyju', 'W3Cnq', 'vfDg6']",3.4
Product T61Pa,https://example.com/EdjYgyQY,Description RhXYUWP2gNIh89JaKPvV,60.32,128.41,53.03,68.09,2.48,USA,14 days,Supplier B1X5o,38,"['MIE8a', 'WD2Wl', 'DYzcs']","['ZdzkG', 'iogxe', 'Al0Qt']","['H8Pk0', 't2Now', 'ngBGX']","[960.9, 437.2, 439.04]","[445.9, 451.07, 334.72]",120,preorder,2025-04-27T06:32:17.144441,"['MwFQg', 'KjrGv', 'Gm2Ao']",False,Electronics/Phones,White,Black,L,BrandA,Male,https://picsum.photos/seed/1avAa/600/600,https://picsum.photos/seed/ijPTo/50/50,https://picsum.photos/seed/KKSgq/150/150,51229c5b-3155-4842-b8d0-1dc231bd4697,refurbished,"['9dyGu', '0Va8X', 'qIXlp']",premium,"['8V4c6', 'JnjhH', 'EeVhE']",09655b32-985c-4c55-8545-ad6682b250b9,67.63,109.58,88.94,76.8,-17.458407,-70.556584,4250365438302,"['Dp7JR', 'dYpvj', 'OANCk']",3.4
Product QmuxU,https://example.com/FzpCJS0X,Description aU7E1HrpwxTuft7Qi4DB,97.95,120.07000000000001,18.42,22.120000000000005,59.17,USA,5 days,Supplier Wo7NN,24,"['3CEh6', 'rHROb', 'wRbc6']","['1HQbm', 'chhyv', 'NQFuK']","['XwspG', '39XYA', 'bz6DF']","[100.02, 638.51, 979.8]","[155.1, 995.69, 23.62]",715,out of stock,2025-01-12T06:32:17.144566,"['MWnTM', 'Ov1S6', '9NnRG']",True,Electronics/Phones,White,Green,S,BrandB,Unisex,https://picsum.photos/seed/8JXU8/600/600,https://picsum.photos/seed/ZKzdE/50/50,https://picsum.photos/seed/Ja3F1/150/150,45374796-67a8-4cba-b7c1-05ee977084c6,refurbished,"['ckBD1', 'Z8AyI', 'Id2vZ']",standard,"['1eBLP', 'uVYNO', 'CysqB']",fe6d9769-4e32-4f3a-902f-580954442d78,441.76,164.89,106.37,36.33,46.667728,-42.837713,1086800091968,"['3Lhwb', '56wj7', '2iqBM']",0.1
Product lXEHG,https://example.com/4N67BAax,Description OCHckrLZ4VfwPR43hMQc,218.52,258.15000000000003,15.35,39.630000000000024,144.59,Canada,4 days,Supplier OPUaA,1,"['UO3Ks', 'qVlTv', 'Ff69z']","['DuGhX', 'TCLyA', 'mgaNF']","['MKFVV', '5BWHk', '0VLsn']","[604.5, 295.44, 182.39]","[49.75, 977.49, 660.76]",338,in stock,2024-10-10T06:32:17.144685,"['mYvPx', 'KJ3Ks', 'IW6Lb']",True,Electronics/Phones,Black,Green,L,BrandC,Female,https://picsum.photos/seed/cm5sN/600/600,https://picsum.photos/seed/0Jlwm/50/50,https://picsum.photos/seed/vspZq/150/150,4dc96b39-e58b-45ba-b282-24aa3423be95,new,"['mWBCG', 'VmgGS', 'irOcU']",exclusive,"['xqlEJ', '3Tx2N', 'KW72O']",ba61a8b5-5644-4d80-b1ec-ab86b1a3472b,236.35,27.8,151.44,175.53,-14.358463,-152.498152,3522459684415,"['Oth5g', '28Xg1', 'z7Jpv']",3.3
Product Xu1Gs,https://example.com/oFAmaNGL,Description Ztzp1SeOrjxavAQkG4Af,231.3,295.16,21.64,63.860000000000014,49.89,Germany,8 days,Supplier PxBRo,50,"['0muMj', 'BrypU', 'WbWSL']","['0PO0C', 'KFt2K', 'X0wT7']","['0s2m7', 'HSHaD', '8nINY']","[382.06, 529.52, 308.5]","[466.2, 152.75, 315.28]",643,preorder,2025-08-30T06:32:17.144938,"['sUSTr', 'P2AcZ', 'r76zf']",False,Clothing/Women,White,Red,L,BrandC,Male,https://picsum.photos/seed/VolTt/600/600,https://picsum.photos/seed/MAk9t/50/50,https://picsum.photos/seed/oK8wR/150/150,e352293e-722f-4468-b9a6-a2864bf17b8a,new,"['pCCnU', 'S6l5I', 'pcdN0']",exclusive,"['3d1ZS', 'IJtzD', 'orxuB']",55d63fd3-1213-424e-8a23-96dacdc853c3,268.15,136.36,131.63,20.89,63.550686,31.587708,3012186360648,"['xJd1o', 'adKI1', 'j2l1P']",1.8
Product oZs9Q,https://example.com/YfdlqRhx,Description etV6yx8IUfHqYcepoaht,12.36,81.56,84.85,69.2,9.01,USA,8 days,Supplier nuqMb,13,"['nQCkt', 'NVJYx', 'HysyE']","['7qpTN', 'FzYtQ', 'hsMCR']","['Rsf0T', '9gQCB', 'nAtfn']","[287.72, 422.59, 192.17]","[4.6, 404.11, 765.58]",833,preorder,2025-01-13T06:32:17.145061,"['T7D69', 'symoU', 'wra36']",False,Clothing/Men,Green,Black,XL,BrandC,Male,https://picsum.photos/seed/6tEjD/600/600,https://picsum.photos/seed/m8Iej/50/50,https://picsum.photos/seed/MBDGJ/150/150,180d2847-888e-4f26-89ac-2bfe57c85567,refurbished,"['EnWqc', 'uLEey', 'wfanG']",premium,"['fwLVb', 'kTVSn', '3SWF2']",0f10584e-3d8d-4b76-bdb5-39eed3d72cd1,359.92,96.41,126.48,79.99,-83.661327,145.942496,5515640110622,"['fz58m', 'Q2lQ0', 'AT8o3']",2.5
Product q52c2,https://example.com/5PK1c8tU,Description NWsXX5UotrUOryIGKjbq,492.9,569.41,13.44,76.50999999999999,220.81,Canada,2 days,Supplier ZnmNQ,32,"['YDbC1', 'fmsT1', 's1tF0']","['38n0l', 'FWzbg', 'imBme']","['eZZEW', '7LQBJ', 'ifoRJ']","[127.45, 675.87, 514.39]","[32.27, 752.18, 977.9]",552,out of stock,2025-05-23T06:32:17.145160,"['byxIe', '1tDGz', 'L8T1O']",True,Sports/Outdoor,Red,Black,M,BrandD,Female,https://picsum.photos/seed/hJ4x1/600/600,https://picsum.photos/seed/ljz1l/50/50,https://picsum.photos/seed/b1ci6/150/150,10cbe70c-0a14-478a-91c8-5d8480bd33ef,used,"['d8cs4', '5H5NZ', '8rVWf']",premium,"['Xaeiu', 'Twdue', 'KHtG4']",b3097d53-4828-4a57-9c1c-940fca644125,199.64,190.05,47.07,86.05,-86.731176,112.421722,4416398088979,"['ysHZ1', 'aOZnj', 'BeY0d']",2.7
Product 8dKjy,https://example.com/SpE0iVje,Description ZttUMv5BrkSm6UZCVBTl,210.61,242.36,13.1,31.75,135.25,Germany,9 days,Supplier qFVK7,38,"['xXmEU', 'W0oFL', 'YYNLd']","['bQTOz', '1bDl6', 'D62oF']","['kn0qb', 'qO2tC', 'BTPti']","[400.05, 104.73, 725.65]","[785.66, 87.86, 407.35]",272,preorder,2025-02-18T06:32:17.145254,"['uY0Km', 'mSHox', 'RbWWs']",False,Clothing/Men,White,Black,L,BrandA,Female,https://picsum.photos/seed/2TtDv/600/600,https://picsum.photos/seed/dED7v/50/50,https://picsum.photos/seed/uto9x/150/150,ae7801a2-9b5d-44f1-8184-8ec2ed1b8d78,refurbished,"['QUI7y', 'TqNK8', 'S31Bf']",exclusive,"['MrLE6', 'rLKiZ', '2SUUt']",492844e7-6f1f-4373-aa43-af3dffe5b354,238.76,128.55,107.3,111.24,-48.555915,39.276006,3784551545973,"['Jb3V0', 'z3jgs', '6domC']",4.4
Product DXWi8,https://example.com/yyi5orbe,Description QWCPGJ76aqOkyLlnWxVk,345.35,369.04,6.42,23.689999999999998,266.77,Germany,2 days,Supplier PBKZ9,20,"['wFKak', 'cyFpW', 'kuWKh']","['Zyk1q', 'bjBPr', 'qoplZ']","['EO4h9', 'Zdzqn', 'J0EK0']","[22.57, 672.83, 421.22]","[944.24, 965.25, 475.1]",389,in stock,2024-10-06T06:32:17.145354,"['bckYl', 'dQHBN', 'ctjcG']",True,Home/Furniture,Blue,Black,L,BrandB,Unisex,https://picsum.photos/seed/vi1u1/600/600,https://picsum.photos/seed/dWrxL/50/50,https://picsum.photos/seed/rED59/150/150,e2a6a358-a6c1-4c72-8096-e19230723c44,refurbished,"['EzZdd', 'XaSUj', 'fJfPC']",premium,"['tqSMa', 'J7j5s', '8Ti8e']",c65c0cf4-de73-4012-9c5d-cbd4b2881021,284.55,65.13,14.28,4.3,-29.183194,60.844357,4984482152755,"['uPqYK', 'vJDfR', 'oOUrM']",4.8
Product zJnmH,https://example.com/JO3z8ka1,Description DuFWvtMOtwIxC3PWKpU0,299.96,394.46999999999997,23.96,94.50999999999999,53.63,Japan,1 days,Supplier E13RP,8,"['fhpTZ', 'XTBfE', 'eIRBy']","['eu6Ie', '29ymu', 'CHhgm']","['AArHo', 'xjofq', '7F6Zn']","[579.86, 237.47, 257.47]","[365.38, 989.0, 254.25]",986,out of stock,2025-08-07T06:32:17.145445,"['XLLy0', 'Tj9Ad', 'cjvHO']",True,Home/Furniture,Black,White,S,BrandC,Male,https://picsum.photos/seed/uWZZV/600/600,https://picsum.photos/seed/xCege/50/50,https://picsum.photos/seed/4TlAS/150/150,c111bb34-e271-429c-a900-6ea4d38f7417,used,"['iFGWI', '3eVOv', '0c2R1']",standard,"['CPcFC', 'PXGSn', 'tQAB1']",9ee93302-ed12-4fc1-9166-0ee094205a07,259.62,17.06,87.97,144.57,74.656002,-159.452995,8083644149921,"['dUgWJ', 'kIh2Q', 'kaVVY']",0.8
Product oB2pJ,https://example.com/49oJBPkm,Description PQjISp8AbvCyZBRjeUZJ,266.06,362.05,26.51,95.99000000000001,237.61,France,3 days,Supplier PDvch,31,"['R06mA', 'f6JJG', 'aXFPm']","['t8AfV', 'zJaI0', 'xB4xR']","['1e7ig', 'yr9Yw', 'nAzOw']","[184.52, 679.04, 785.61]","[464.8, 104.07, 486.3]",931,in stock,2025-04-18T06:32:17.145551,"['k1A4y', 'ru0O8', 'ypZFy']",True,Clothing/Women,Yellow,Green,M,BrandB,Unisex,https://picsum.photos/seed/spvSy/600/600,https://picsum.photos/seed/PFxks/50/50,https://picsum.photos/seed/vggMY/150/150,ba1593b9-758b-40c2-a75b-6018d822bde6,new,"['JkuRZ', 'HjZoH', 'YKyrB']",exclusive,"['9mrlk', '4vKXX', 'lqfu2']",4329a54d-5e05-4e2c-831d-13edb745516e,324.72,111.87,195.91,135.4,21.366468,-154.588133,3545892430775,"['Yw6Rh', '9QE2E', 'h3xzM']",0.8
Product vQs8J,https://example.com/9OxwGdXI,Description ANq1yvY9kyFSnaY4Fwua,426.98,495.86,13.89,68.88,227.86,France,11 days,Supplier 3dlDw,23,"['vKT96', 'qvqc6', 'vacp7']","['fZ6yt', '1z61l', '3rGUC']","['JFno7', 'vOTNv', 'NUqvf']","[803.21, 77.13, 195.61]","[393.4, 167.81, 874.06]",937,preorder,2025-06-14T06:32:17.145745,"['jUsre', 'UoRs7', 'e49oC']",True,Home/Furniture,Black,Green,XL,BrandA,Male,https://picsum.photos/seed/VnoLr/600/600,https://picsum.photos/seed/hEPyu/50/50,https://picsum.photos/seed/L8DBA/150/150,ffd51a8a-640f-4590-9dbd-7afc659f44d3,refurbished,"['C8uZM', 'F5oFV', 'ipYMT']",exclusive,"['zOD1K', 'rx0YZ', 'tXGXT']",3619247a-67a9-4cee-8682-9ae8a08a14ba,384.01,130.6,157.16,138.86,77.875236,-153.470871,9286623354395,"['0xxX5', 't7GQ8', 'Spd6F']",1.8
Product pz5dc,https://example.com/JkaM5DKk,Description sw7BRmRkuBcuiG1eWTwY,175.2,272.93,35.81,97.73000000000002,66.67,Germany,6 days,Supplier TSAV4,8,"['dJg27', 'b4WNg', '9YpfL']","['uMW5C', 'cu26X', 'HRsh2']","['VJdMT', 'GMaJh', 'klu7B']","[333.39, 216.33, 753.13]","[173.37, 802.6, 319.92]",432,out of stock,2025-05-17T06:32:17.145867,"['y6g2h', 'JDXGx', 'BmK4a']",False,Home/Furniture,Yellow,Red,S,BrandD,Female,https://picsum.photos/seed/SuJs1/600/600,https://picsum.photos/seed/Ic4X3/50/50,https://picsum.photos/seed/MOiYt/150/150,83f22f11-abb0-45ec-92f1-4c914667d24b,refurbished,"['BSTdm', 'nRD4a', '82DcX']",exclusive,"['SS1hu', 'BQlz4', 'k4yDi']",83a4a89d-bb25-4e70-bc93-26b0d7da6657,185.7,121.48,48.11,57.37,-29.989638,95.461496,3079899906849,"['CtgTu', 'DSJwc', 'dG4Mb']",0.2
Product JdnGb,https://example.com/de4gFFUf,Description KViPQSO9Ue1dz3Xr6dO6,172.97,238.2,27.38,65.22999999999999,148.17,Germany,1 days,Supplier q4SjN,49,"['DXIlL', 'hmkWk', 'V5zjN']","['EsG3n', 'U5gVJ', 'aRTBk']","['axO23', '9ucWd', 'jN6O2']","[153.3, 619.72, 13.43]","[755.41, 452.8, 220.39]",290,out of stock,2025-01-25T06:32:17.145981,"['76DUy', 'i0h1p', 'fh6jb']",False,Clothing/Women,Blue,Red,M,BrandA,Male,https://picsum.photos/seed/oI5H8/600/600,https://picsum.photos/seed/gQ2bV/50/50,https://picsum.photos/seed/jzfWA/150/150,84887e3d-b50d-4157-bb76-2b4b65447768,new,"['t20Qz', 'GTZ3d', 'wLFqK']",standard,"['wDDuG', 'BiaNU', 'AythP']",87b228eb-9345-472f-8594-a54ff73ceb08,256.6,187.61,65.19,4.14,-38.823358,119.462137,6677085528190,"['g46xE', 'alOH8', 'JRQMj']",1.1
Product uf6as,https://example.com/XUMc6Mi2,Description ZO8kbIMw3uKflurwfwrl,23.61,113.04,79.11,89.43,4.64,Canada,2 days,Supplier lZhhg,16,"['j0jk2', '7ETi8', 'DoeaE']","['kzZvb', 'mAWru', '4iZTZ']","['rTr6C', '2OFCl', '3cRxL']","[509.56, 620.86, 138.85]","[196.79, 883.76, 879.12]",991,preorder,2025-08-18T06:32:17.146078,"['N8xW0', '9Vkwt', 'lwrEh']",False,Electronics/Phones,Green,Red,XL,BrandA,Female,https://picsum.photos/seed/Ih6ct/600/600,https://picsum.photos/seed/2h492/50/50,https://picsum.photos/seed/DLSOU/150/150,d14b5691-badd-4f26-a8ab-2c57351183a1,refurbished,"['4TOK9', 'okky6', '7AvgG']",premium,"['cy5Bc', 'HdhHo', 'rwyMy']",5c8d7888-5b5b-46f2-a8f5-5eaeb9e2fb99,181.1,141.59,89.3,146.82,36.490744,-50.613512,1351275245146,"['EJ1AD', 'D0qbK', 'M4R69']",4.7
Product kEhTN,https://example.com/zHo3dfVM,Description iNT31TodRpTsDyNzgwge,220.22,297.78999999999996,26.05,77.56999999999996,61.78,USA,3 days,Supplier n1DGt,33,"['l3CSJ', '3wlDV', 'GrDle']","['PKQRr', 'EzQpo', 'i95lA']","['2KQ8Y', 'BHRSv', 'xYazU']","[918.59, 627.11, 34.83]","[173.18, 289.73, 709.15]",730,preorder,2024-12-10T06:32:17.146175,"['BOo4I', 'KYTiO', '4rfMr']",False,Home/Furniture,Black,Green,S,BrandA,Female,https://picsum.photos/seed/dcHSA/600/600,https://picsum.photos/seed/NNnqN/50/50,https://picsum.photos/seed/tNq9H/150/150,43e78830-d552-4bc7-9ba7-655ce48da2da,new,"['R61w2', 'jW2Ar', 'ynokY']",exclusive,"['VYE83', 'jGWyY', 'voPWG']",bc973c52-687d-4989-8dbb-1640c4b14458,34.79,116.4,58.45,191.39,-34.244009,113.791914,3831890135112,"['czKOq', 'KsmB2', 'FaM59']",4.8
Product K05jv,https://example.com/oPfeNIkP,Description bC2Xz6izsueO1fpgK0XP,194.39,203.73999999999998,4.59,9.349999999999994,9.67,Japan,6 days,Supplier Xc4Ae,35,"['kpY8N', 'z0RU5', 'TzLQT']","['yJT2V', 'QRNW2', '1bm8z']","['2o5ql', 'wCpaM', 'Hoo9r']","[930.51, 916.76, 244.19]","[61.73, 68.22, 53.52]",64,preorder,2025-07-11T06:32:17.146271,"['xhM6F', 'vWQTH', 'ox5dy']",True,Electronics/Phones,White,Red,XL,BrandB,Male,https://picsum.photos/seed/iQ43F/600/600,https://picsum.photos/seed/MIPlz/50/50,https://picsum.photos/seed/heQnu/150/150,60b90721-4d91-407a-98b8-87149474d9ae,new,"['E7VaN', 'smzgs', 'y0Ao5']",premium,"['AsEGZ', '6S6IE', 'vw1Hl']",60cbc474-6f3e-4877-9d25-bd02a8907686,316.97,22.46,97.84,158.94,47.030358,147.339449,9926679887653,"['RBH1z', 'dSmBZ', 'lTshq']",0.3
